+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 7          | 18       | sarvādhāraṃ mahīdānaṃ praśaṃsanti manīṣiṇaḥ|                                                    | anuṣṭubh          |
| 7          | 18       | annavastrahiraṇyādi sarvaṃ vai bhūmisambhavam||                                                 | anuṣṭubh          |
| 7          | 19       | bhūmidānena viprendra sarvadānaphalaṃ labhet|                                                   | anuṣṭubh          |
| 7          | 19       | bhūmidānasamaṃ vipra yady{ }asti vada tattvataḥ||                                               | anuṣṭubh          |
| 7          | 20       | mātṛkukṣivimuktas{ }tu dharaṇīśaraṇo bhavet|                                                    | anuṣṭubh          |
| 7          | 20       | carācarāṇāṃ sarveṣāṃ bhūmiḥ sādhāraṇā smṛtā||                                                   | anuṣṭubh          |
| 7          | 21       | ekahastaṃ dvihastaṃ vā pañcāśac{ }chatam{ }eva vā|                                              | anuṣṭubh          |
| 7          | 21       | sahasrāyutalakṣaṃ vā bhūmidānaṃ praśasyate||                                                    | anuṣṭubh          |
| 7          | 22       | ekahastāṃ ca yo bhūmiṃ dadyād{ }dvijavarāya tu|                                                 | anuṣṭubh          |
| 7          | 22       | varṣakoṭiśataṃ divyaṃ svargaloke mahīyate||                                                     | anuṣṭubh          |
| 7          | 23       | evaṃ bahuṣu hasteṣu guṇāguṇi phalaṃ smṛtam|                                                     | anuṣṭubh          |
| 7          | 23       | śraddhādhikaṃ phalaṃ dānaṃ kathitaṃ te dvijottama||                                             | anuṣṭubh          |
| 7          | 24       | jāmadagnyena rāmeṇa bhūmiṃ dattvā dvijāya vai|                                                  | anuṣṭubh          |
| 7          | 24       | āyur{ }akṣayam{ }āptaṃ tu ihaiva ca dvijottama||                                                | anuṣṭubh          |
| 7          | 25       | hemaśṛṅgāṃ raupyakhurāṃ cailaghaṇṭāṃ dvijottama|                                                | anuṣṭubh          |
| 7          | 25       | viprāya vedaviduṣe dattvānantaphalaṃ smṛtam||                                                   | anuṣṭubh          |
| 7          | 26       | dānābhyāsarataḥ pravartanabhavāṃ śakyānurūpaṃ sadā                                              | śārdūlavikrīḍita  |
| 7          | 26       | annaṃ vastrahiraṇyaraupyam{ }udakaṃ gāvas{ }tilān{ }medinīm|                                    | śārdūlavikrīḍita  |
| 7          | 26       | dadyāt{ }pādukachattrapīṭhakalaśaṃ pātrādyam{ }anyac{ }ca vā                                    | śārdūlavikrīḍita  |
| 7          | 26       | śraddhādānam{ }abhinnarāgavadanaṃ kṛtvā mano nirmalam||                                         | śārdūlavikrīḍita  |
| 7          | 27       | dānād{ }eva yaśaḥ śriyaḥ sukhakarāḥ khyātim{ }atulyāṃ labhet                                    | śārdūlavikrīḍita  |
| 7          | 27       | dānād{ }eva nigarhaṇaṃ ripugaṇe ānandadaṃ saukhyadam|                                           | śārdūlavikrīḍita  |
| 7          | 27       | dānād{ }ūrjayatā prasādam{ }atulaṃ saubhāgya dānāl{ }labhet                                     | śārdūlavikrīḍita  |
| 7          | 27       | dānād{ }eva anantabhoga niyataṃ svargaṃ ca tasmād{ }bhavet||                                    | śārdūlavikrīḍita  |
| 7          | 28       | dānād{ }eva ca śakralokasakalaṃ dānāj{ }janānandanam                                            | śārdūlavikrīḍita  |
| 7          | 28       | dānād{ }eva mahīṃ samasta bubhuje samrāḍ{ }mahīmaṇḍale|                                         | śārdūlavikrīḍita  |
| 7          | 28       | dānād{ }eva surūpayonisubhagaś{ }candrānano vīkṣyate                                            | śārdūlavikrīḍita  |
| 7          | 28       | dānād{ }eva anekasambhavasukhaṃ prāpnoti niḥsaṃśayam||                                          | śārdūlavikrīḍita  |
| 7          | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe dānapraśaṃsādhyāyaḥ saptamaḥ</COLOPHON>                          | colophon          |
| 8          | 1        | pañcasvādhyāyanaṃ kāryam{ }ihāmutra sukhārthinā|                                                | anuṣṭubh          |
| 8          | 1        | śaivaṃ sāṃkhyaṃ purāṇaṃ ca smārtaṃ bhāratasaṃhitām||                                            | anuṣṭubh          |
| 8          | 2        | śaivatattvaṃ vicinteta śaivapāśupatadvaye|                                                      | anuṣṭubh          |
| 8          | 2        | atra vistarataḥ proktaṃ tattvasārasamuccayam||                                                  | anuṣṭubh          |
| 8          | 3        | saṃkhyātattvaṃ tu sāṃkhyeṣu boddhavyaṃ tattvacintakaiḥ|                                         | anuṣṭubh          |
| 8          | 3        | pañcatattvavibhāgena kīrtitāni maharṣibhiḥ||                                                    | anuṣṭubh          |
| 8          | 4        | purāṇeṣu mahīkoṣo vistareṇa prakīrtitaḥ|                                                        | anuṣṭubh          |
| 8          | 4        | adhordhvamadhyatiryaṃ ca yatnataḥ sampraveśayet||                                               | anuṣṭubh          |
| 8          | 5        | smārtaṃ varṇāśramācāraṃ dharmanyāyapravartanam|                                                 | anuṣṭubh          |
| 8          | 5        | śiṣṭācāro 'vikalpena grāhyas{ }tatra aśaṅkitaḥ||                                                | anuṣṭubh          |
| 8          | 6        | itihāsam{ }adhīyānaḥ sarvajñaḥ sa naro bhavet|                                                  | anuṣṭubh          |
| 8          | 6        | dharmārthakāmamokṣeṣu saṃśayas{ }tena chidyate||                                                | anuṣṭubh          |
| 8          | 7        | śṛṇuṣvāvahito vipra pañcopasthavinigraham|                                                      | anuṣṭubh          |
| 8          | 7        | striyo vā garhitotsargaḥ svayaṃmuktiś{ }ca kīrtyate|                                            | anuṣṭubh          |
| 8          | 7        | svapnopaghātaṃ viprendra divāsvapnaṃ ca pañcamaḥ||                                              | anuṣṭubh          |
| 8          | 8        | agamyā strī divā parve dharmapatny{ }api vā bhavet|                                             | anuṣṭubh          |
| 8          | 8        | viruddhastrīṃ na seveta varṇabhraṣṭādhikāsu ca||                                                | anuṣṭubh          |
| 8          | 9        | ajameṣagavādīnāṃ vaḍavāmahiṣīṣu ca|                                                             | anuṣṭubh          |
| 8          | 9        | garhitotsargam{ }ity{ }etad{ }yatnena parivarjayet||                                            | anuṣṭubh          |
| 8          | 10       | ayonyakaṣaṇā vāpi apānakaṣaṇāpi vā|                                                             | anuṣṭubh          |
| 8          | 10       | svayaṃmuktir{ }iyaṃ jñeyā tasmāt{ }tāṃ parivarjayet||                                           | anuṣṭubh          |
| 8          | 11       | svapnaghātaṃ dvijaśreṣṭha aniṣṭaṃ paṇḍitaiḥ sadā|                                               | anuṣṭubh          |
| 8          | 11       | svapne strīṣu ramante ca retaḥ prakṣarate tataḥ||                                               | anuṣṭubh          |
| 8          | 12       | divāśayaṃ na kartavyaṃ nityaṃ dharmapareṇa tu|                                                  | anuṣṭubh          |
